6.363807e+25 5.602872e+25 5.827545e+25 8.071538e+25 1.139989e+26 1.866018e+26 2.904322e+26 3.371468e+26 3.325774e+26 4.096940e+26 5.736476e+26 8.147451e+26 9.535369e+26 9.061129e+26 8.138894e+26 6.806572e+26 5.710077e+26 4.993744e+26 4.823851e+26 4.804276e+26 4.517115e+26 4.415828e+26 4.096334e+26 4.764170e+26 4.595901e+26 3.738326e+26 2.393807e+26 1.470347e+26 1.149835e+26 9.469063e+25 8.170733e+25 7.539875e+25 6.971668e+25 7.081303e+25 8.020727e+25 7.306558e+25
5.273387e+26 5.267153e+26 6.052166e+26 1.062706e+27 1.796659e+27 2.119604e+27 2.858580e+27 3.420177e+27 3.175282e+27 2.895696e+27 2.592977e+27 2.449167e+27 2.144533e+27 2.068381e+27 1.819805e+27 1.535619e+27 1.333842e+27 1.276720e+27 1.368204e+27 1.431904e+27 1.738825e+27 2.212048e+27 3.233597e+27 3.665594e+27 3.837236e+27 3.624835e+27 2.718694e+27 2.030683e+27 1.522933e+27 1.186885e+27 1.116854e+27 1.057581e+27 8.979631e+26 7.593522e+26 7.456374e+26 6.577689e+26
2.694474e+27 2.658195e+27 3.575504e+27 6.491291e+27 9.851023e+27 1.300887e+28 1.661371e+28 1.548863e+28 1.231761e+28 1.009139e+28 8.141827e+27 7.623804e+27 6.783179e+27 6.051271e+27 4.978669e+27 4.427747e+27 3.805021e+27 3.236361e+27 3.300904e+27 3.728734e+27 5.945730e+27 9.666628e+27 1.339338e+28 1.336558e+28 1.175141e+28 1.053965e+28 8.616573e+27 6.687552e+27 5.522207e+27 5.331478e+27 5.439779e+27 5.522209e+27 5.234607e+27 4.466278e+27 3.504252e+27 2.814206e+27
6.258734e+27 6.412280e+27 1.025477e+28 1.985999e+28 3.399101e+28 4.578165e+28 4.941169e+28 3.949862e+28 3.223089e+28 2.754746e+28 2.159271e+28 1.845318e+28 1.524734e+28 1.286122e+28 1.026760e+28 8.915611e+27 7.583346e+27 6.965546e+27 8.655272e+27 8.466022e+27 2.777067e+28 4.625286e+28 4.912861e+28 4.918440e+28 3.943390e+28 3.060899e+28 2.371726e+28 1.858819e+28 1.580670e+28 1.489873e+28 1.558646e+28 1.430485e+28 1.297944e+28 1.054078e+28 8.467990e+27 7.134910e+27
1.180209e+28 1.475457e+28 2.574863e+28 5.621378e+28 7.867875e+28 8.909474e+28 9.597840e+28 5.667038e+28 5.097775e+28 4.409360e+28 3.324115e+28 2.618747e+28 2.152603e+28 1.742784e+28 1.375250e+28 1.192692e+28 1.069450e+28 1.001892e+28 1.946138e+28 4.165327e+28 8.604764e+28 1.223598e+29 1.181220e+29 1.026378e+29 7.986991e+28 6.147286e+28 4.788709e+28 3.834992e+28 3.297983e+28 3.180690e+28 3.092896e+28 2.710789e+28 2.308014e+28 1.883648e+28 1.603986e+28 1.324368e+28
1.442568e+28 1.820214e+28 3.799235e+28 9.525933e+28 1.334412e+29 1.284750e+29 1.455640e+29 7.889780e+28 5.696785e+28 4.136537e+28 3.179250e+28 2.461039e+28 1.953277e+28 1.719239e+28 1.573080e+28 1.326192e+28 1.150346e+28 9.534459e+27 2.617949e+28 9.532561e+28 1.954444e+29 2.336611e+29 1.892952e+29 1.424531e+29 1.020626e+29 8.279799e+28 6.147703e+28 4.792404e+28 4.281995e+28 4.087029e+28 3.999759e+28 3.754304e+28 3.230811e+28 2.513670e+28 1.957569e+28 1.628189e+28
1.230315e+28 1.695617e+28 4.776572e+28 1.168491e+29 2.801408e+29 2.069742e+29 1.547313e+29 1.141075e+29 4.689497e+28 3.159205e+28 2.397801e+28 1.917170e+28 1.551341e+28 1.403870e+28 1.250185e+28 1.104183e+28 9.433094e+27 8.043698e+27 2.473869e+28 2.934423e+29 2.523954e+29 3.247017e+29 2.437945e+29 1.652222e+29 1.106799e+29 7.223600e+28 4.842275e+28 4.307266e+28 4.408253e+28 5.114060e+28 4.981365e+28 4.059400e+28 2.731573e+28 1.998912e+28 1.630090e+28 1.308572e+28
1.148548e+28 3.590417e+28 9.793904e+28 2.168325e+29 5.105435e+29 2.942155e+29 1.303702e+29 8.868892e+28 3.615254e+28 2.287122e+28 1.637968e+28 1.477500e+28 1.256874e+28 1.151255e+28 1.099826e+28 9.868735e+27 8.127016e+27 5.779704e+27 3.148797e+28 1.149417e+30 3.583193e+29 3.446943e+29 2.362649e+29 1.497021e+29 9.307863e+28 5.108005e+28 2.683097e+28 2.443791e+28 7.345889e+28 5.242099e+28 3.612204e+28 2.427021e+28 1.684716e+28 1.312538e+28 9.778113e+27 1.062814e+28
1.242596e+28 5.672473e+28 2.263026e+29 6.251023e+29 1.259982e+30 3.271735e+29 9.401955e+28 4.026128e+28 2.705725e+28 1.647698e+28 1.226455e+28 1.163023e+28 1.063716e+28 1.019498e+28 1.024789e+28 8.913325e+27 6.088192e+27 5.838407e+27 5.416822e+28 8.551247e+30 4.837458e+29 2.864431e+29 2.017978e+29 1.216170e+29 5.935191e+28 2.630420e+28 1.423633e+28 1.666166e+28 1.589438e+29 6.297099e+28 2.142910e+28 1.520731e+28 1.214715e+28 9.873799e+27 8.084918e+27 1.066335e+28
1.833079e+28 9.158636e+28 3.564175e+29 2.320903e+30 9.884254e+29 2.770670e+29 4.923729e+28 2.457411e+28 1.571557e+28 1.148538e+28 1.041012e+28 9.911643e+27 1.177935e+28 1.072833e+28 1.030952e+28 8.477838e+27 4.698691e+27 1.037974e+28 7.022722e+28 1.073860e+31 5.133708e+29 2.285951e+29 1.245593e+29 7.174882e+28 3.108438e+28 1.472793e+28 1.484282e+28 4.149574e+28 6.166029e+29 5.519568e+28 1.900660e+28 1.259406e+28 9.972901e+27 9.873434e+27 8.907288e+27 1.128226e+28
