1.459423e+06 1.523156e+06 1.805820e+06 2.320472e+06 3.469495e+06 4.834543e+06 7.771089e+06 7.427606e+06 6.039912e+06 6.094246e+06 9.209560e+06 1.018134e+07 8.364878e+06 6.176335e+06 7.239943e+06 8.766590e+06 1.116135e+07 1.292413e+07 1.412917e+07 1.811900e+07 2.353232e+07 3.189587e+07 4.764883e+07 7.509572e+07 7.514801e+07 4.277756e+07 2.387572e+07 1.282359e+07 7.796544e+06 6.259397e+06 4.460214e+06 3.251652e+06 2.562015e+06 2.909759e+06 3.513367e+06 2.410502e+06
1.464121e+07 1.460429e+07 1.673443e+07 1.503936e+07 1.337176e+07 1.273623e+07 1.753115e+07 2.341087e+07 2.344090e+07 2.178426e+07 1.820743e+07 1.483052e+07 1.377184e+07 1.404414e+07 1.272430e+07 1.222751e+07 1.238937e+07 1.616965e+07 3.613505e+07 1.277204e+08 2.156004e+08 2.602338e+08 2.847542e+08 4.417207e+08 5.705658e+08 5.166588e+08 3.087653e+08 1.520347e+08 8.332398e+07 5.964448e+07 5.772533e+07 4.150055e+07 2.683013e+07 1.968934e+07 1.728366e+07 1.723649e+07
6.747220e+07 5.982984e+07 6.399040e+07 7.329385e+07 8.335576e+07 1.207002e+08 1.460708e+08 1.223194e+08 9.034498e+07 7.153010e+07 5.452325e+07 4.135065e+07 3.418806e+07 3.054019e+07 2.568043e+07 2.575403e+07 2.738231e+07 3.502082e+07 8.801349e+07 4.684390e+08 1.181150e+09 1.858791e+09 2.412792e+09 2.342903e+09 1.827415e+09 1.392557e+09 9.623250e+08 6.649843e+08 4.446316e+08 3.080225e+08 2.405241e+08 1.927191e+08 1.473797e+08 1.242391e+08 9.343985e+07 7.383806e+07
1.233205e+08 1.220047e+08 1.289311e+08 1.807546e+08 2.682641e+08 3.241857e+08 3.062883e+08 2.337994e+08 1.743754e+08 1.264178e+08 9.705476e+07 8.214234e+07 6.671728e+07 5.923372e+07 5.252401e+07 4.583124e+07 4.299488e+07 5.103620e+07 1.232473e+08 1.449897e+10 5.846890e+09 8.722098e+09 7.582400e+09 6.197405e+09 4.172623e+09 2.823158e+09 1.854651e+09 1.312135e+09 9.646182e+08 7.418387e+08 6.094431e+08 4.479860e+08 3.329001e+08 2.613248e+08 2.007645e+08 1.581815e+08
2.073846e+08 1.898710e+08 2.285428e+08 3.953625e+08 5.222896e+08 5.325646e+08 4.953925e+08 2.870470e+08 2.246055e+08 1.760860e+08 1.371739e+08 1.180865e+08 9.966289e+07 8.190315e+07 7.602595e+07 6.386569e+07 5.838784e+07 7.035749e+07 2.454183e+08 3.807909e+09 1.694788e+10 2.031513e+10 1.449950e+10 9.563547e+09 5.336226e+09 3.512898e+09 2.552971e+09 1.901019e+09 1.383851e+09 1.181534e+09 9.494482e+08 7.365267e+08 5.536916e+08 4.020905e+08 3.235863e+08 2.672545e+08
2.127286e+08 1.828614e+08 3.014766e+08 5.992203e+08 9.307302e+08 5.643351e+08 6.172548e+08 3.570382e+08 2.357151e+08 1.888719e+08 1.429381e+08 1.055358e+08 9.094460e+07 8.164090e+07 6.856832e+07 6.125665e+07 6.475809e+07 7.502173e+07 3.659996e+08 6.652212e+09 4.465384e+10 3.128501e+10 1.768692e+10 9.335462e+09 5.047287e+09 3.468524e+09 2.264966e+09 1.769343e+09 1.355790e+09 1.040266e+09 8.077958e+08 7.376513e+08 6.417768e+08 4.628127e+08 3.421127e+08 2.606772e+08
1.428289e+08 1.287350e+08 3.036085e+08 8.421273e+08 1.779974e+09 8.412688e+08 6.566434e+08 4.922337e+08 1.904256e+08 1.533547e+08 1.255996e+08 1.189059e+08 1.011816e+08 7.754950e+07 5.821995e+07 5.480059e+07 6.286273e+07 8.370488e+07 5.691080e+08 4.227769e+10 1.048033e+11 3.732914e+10 1.410346e+10 5.942412e+09 3.250628e+09 2.262068e+09 1.467145e+09 1.369461e+09 1.080359e+09 8.060875e+08 7.310513e+08 5.546877e+08 3.887244e+08 2.915827e+08 2.272072e+08 1.792663e+08
1.025092e+08 2.419464e+08 4.499124e+08 1.639314e+09 2.485425e+09 1.310332e+09 5.757804e+08 3.622738e+08 1.684269e+08 1.232281e+08 9.177466e+07 9.299273e+07 7.246964e+07 5.746178e+07 5.297345e+07 4.729088e+07 5.218833e+07 5.942916e+07 7.343900e+08 3.491092e+10 3.301442e+10 1.123848e+10 5.651275e+09 2.617578e+09 1.586746e+09 1.058937e+09 7.425821e+08 5.693132e+08 1.497120e+09 5.731232e+08 3.664728e+08 2.578415e+08 1.945578e+08 1.519878e+08 1.388819e+08 9.720277e+07
8.813669e+07 4.424508e+08 1.712172e+09 3.389035e+09 4.339542e+09 1.248257e+09 3.547579e+08 1.629790e+08 1.191477e+08 7.974341e+07 7.227560e+07 6.077264e+07 6.933454e+07 5.675936e+07 5.082196e+07 4.251905e+07 4.078872e+07 8.970332e+07 6.515201e+08 4.789509e+10 1.023831e+10 5.252779e+09 2.519989e+09 1.344660e+09 8.575595e+08 5.542652e+08 4.054897e+08 3.397362e+08 9.253514e+08 4.910038e+08 2.119559e+08 1.427406e+08 1.128975e+08 1.098919e+08 7.938921e+07 7.297325e+07
1.183112e+08 1.228531e+09 3.046519e+09 9.663759e+09 6.254626e+09 9.441079e+08 1.894020e+08 9.145875e+07 7.248944e+07 6.368863e+07 5.282921e+07 4.611723e+07 5.346698e+07 5.608127e+07 5.152172e+07 4.492530e+07 4.385938e+07 1.536129e+08 6.076959e+08 3.426510e+10 4.435826e+09 3.156552e+09 1.319780e+09 7.756077e+08 4.626899e+08 3.437915e+08 3.253967e+08 2.978016e+08 2.895839e+09 4.340532e+08 1.733792e+08 1.058763e+08 8.168192e+07 9.587764e+07 7.979846e+07 7.979517e+07
