1.122749	1.208774	1.160722	1.099304	1.166096	1.122577	1.229256	1.061736	0.951279	0.762461	0.639984	0.585802	0.609787	0.738344	0.879111	1.033357	1.164741	1.253830	1.406631	1.410213	0	0	0	0	0.696995	0.276044	0.291702	0.491862	0.708447	0.871574	0.949208	0.925039	0.866282	0.847740	1.271651	1.159768
0	0	0	0	0	0	0	0	0	0.159718	0	0	0	0	0	0	0	0	0	1.109684	1.357528	0	0	0.528843	0.321742	0.289857	0.313610	0.360251	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.234041	0.188359	0.121142	0.095952	0.143910	0.226260	0	0	0	0	0	0	0	0	0.837026	0.686175	0.504648	0.415460	0.306766	0.244750	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.153330	0.147234	0.163384	0.138908	0.125696	0.143091	0.197764	0.282863	0.372345	0	0	0	0	0	0	0	0.464286	0.407666	0.334815	0.265055	0.203848	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.115771	0.136822	0.154725	0.134825	0.151062	0.190635	0.240926	0.330341	0.359792	0.365241	0	0	0	0	0	0	0.304720	0.279964	0.230116	0.185652	0.172601	0.205954	0	0	0	0	0	0	0	0	0	0
0	0	0	0.096685	0.115645	0.132021	0.133960	0.156735	0.198006	0.209498	0.248998	0.297625	0.365489	0.338964	0	0	0	0	0	0.251224	0.230417	0.211944	0.179635	0.167570	0.184197	0.216249	0	0	0	0	0	0	0	0	0	0
0	0	0	0.088290	0.088232	0.107214	0.144779	0.178749	0.216506	0.210207	0.294659	0.370490	0.377273	0.288147	0	0	0	0	0.198341	0.203479	0.194592	0.181177	0.169360	0.177494	0.184407	0	0.100710	0.062247	0	0	0	0	0	0	0	0
0	0	0	0.073111	0.082614	0.110952	0.185259	0.157264	0.204832	0.277888	0.392062	0.391587	0.331633	0.241787	0	0	0	0	0.183331	0.182545	0.175374	0.166880	0.172572	0.173179	0.157270	0.119584	0.081411	0.058890	0.046986	0.041843	0	0	0	0	0	0
0	0	0.063298	0.073105	0.108875	0.178341	0.207049	0.172022	0.244713	0.368134	0.407900	0.375926	0.301840	0.230346	0.154867	0	0	0	0.175453	0.173444	0.163345	0.156949	0.161985	0.159581	0.135449	0	0	0.051952	0.041488	0	0	0	0	0	0	0
0	0	0.074799	0.115567	0.175099	0.231155	0.212271	0.218713	0.315528	0.362653	0.389993	0.335401	0.285350	0.224483	0.178528	0	0.176741	0.180334	0.172562	0.159482	0.150081	0.144178	0.143912	0.149900	0.108877	0	0	0	0	0	0	0	0	0	0	0
0	0	0.102376	0.176063	0.233759	0.250445	0.238613	0.282687	0.340544	0.349570	0.343072	0.323809	0.287692	0.238372	0.208142	0	0.186822	0.183246	0.172557	0.148582	0.136519	0.125328	0.133261	0.126874	0.086529	0	0	0	0	0	0	0.029682	0.043015	0	0	0
0	0.088772	0.142223	0.219629	0.291751	0.267454	0.293777	0.330567	0.356955	0.339017	0.344521	0.332875	0.309335	0.265565	0.233739	0	0.199514	0.180892	0.159924	0.138853	0.125721	0.118250	0.133642	0.110885	0.071745	0	0	0	0	0	0	0.028956	0.052183	0	0	0
0	0.115814	0.184233	0.268562	0.335878	0.279879	0.331742	0.361408	0.360526	0.350230	0.364927	0.362135	0.348282	0.303190	0.262902	0.239543	0	0.181806	0.152295	0.129584	0.122187	0.127753	0.134076	0.090801	0.069873	0	0	0	0	0	0	0.039378	0.076056	0	0.054560	0.067306
0	0.146556	0.225610	0.321758	0.341996	0.294127	0.361789	0.357732	0.368830	0.366450	0.389035	0.411952	0.396233	0.340882	0.298757	0.269296	0.223189	0	0.141690	0.133210	0.130472	0.141022	0.128508	0.091320	0.073279	0	0	0	0	0	0	0.058628	0.086367	0.056776	0.045420	0.058859
0	0.181670	0.260896	0.323923	0.301443	0.302331	0.361364	0.360924	0.373035	0.386021	0.444668	0.490722	0.459121	0.382650	0.340302	0.304516	0.240027	0.172244	0	0.144294	0.148395	0.143798	0.122045	0.097955	0.084401	0	0	0	0	0	0	0.069370	0.100359	0.048845	0.047792	0.070284
0	0.218855	0.264110	0.267197	0.269504	0.309134	0.334734	0.350106	0.368385	0.415328	0.505244	0.579530	0.487006	0.423758	0.394577	0.353933	0.270819	0.166190	0	0	0.167967	0.150488	0.128695	0.125827	0.097488	0	0	0	0	0	0	0.088043	0.103418	0.051770	0.061962	0.088127
0	0.231992	0.227545	0.186827	0.243355	0.307139	0.309343	0.334984	0.364779	0.466516	0.577742	0.575303	0.517228	0.484790	0.479557	0.414706	0.314138	0.181864	0	0	0.187053	0.164675	0.139799	0.142100	0.106540	0.082288	0.064321	0	0	0	0.060703	0.098962	0.095575	0.075634	0.094996	0.115497
0	0	0.183499	0.160008	0.238444	0.294625	0.300700	0.307345	0.371762	0.529851	0.610595	0.597228	0.621355	0.640928	0.591961	0.485300	0.332003	0.251253	0	0	0	0.187230	0.143714	0.140077	0.128576	0.113896	0.082507	0	0	0	0.059427	0.109991	0.118518	0.113818	0.138390	0.168002
0	0	0.171541	0.188842	0.245035	0.278685	0.283663	0.312910	0.452647	0.541507	0.628065	0.665341	0.786971	0.881116	0.765070	0.556699	0.406190	0.349350	0	0	0	0.213038	0.177810	0.171924	0.174309	0.141998	0.097795	0	0	0	0.093972	0.127648	0.140453	0.147025	0.176682	0.193679
